"stratum","x0001","x0010","x0011","x0100","x0101","x0110","x0111","x1000","x1001","x1010","x1011","x1100","x1101","x1110","x1111","stratum.type","nk","sname","dgalog.025","dgalog.250","dgalog.nhat","dgalog.750","dgalog.975","sat.renormlog","diptestlog","diptest.pvallog","topgraphlog"
"LAPA-SANV.1981",390,117,28,20,3,1,0,22,13,0,4,1,1,0,0,"re3.yr",600,"re3.yr-LAPA-SANV.1981",1527,1874,2078,2303,2905,NA,0.00973699421965318,0.819236017267284,4
"LAPA-SANV.1982",445,136,70,82,9,2,1,23,4,1,0,4,6,0,0,"re3.yr",783,"re3.yr-LAPA-SANV.1982",1593,2916,3439,4017,5334,NA,0.0314061010486177,0,12
"MORA-LAUN.1980",189,80,27,2,1,0,0,33,2,6,1,1,1,0,0,"re3.yr",343,"re3.yr-MORA-LAUN.1980",693,823,909,1004,1297,NA,0.00873913043478261,0.931125064484352,19
"MORA-LAUN.1981",253,79,49,111,344,2,10,30,1,1,7,1,4,0,0,"re3.yr",892,"re3.yr-MORA-LAUN.1981",1765,2665,3226,3879,5763,NA,0.00860860215053763,0.942453594938832,51
"SANT-CHAL.1980",389,621,175,9,4,8,10,16,3,4,0,0,1,0,0,"re3.yr",1240,"re3.yr-SANT-CHAL.1980",2386,2559,2651,2755,2987,NA,0.00821428571428572,0.966126986992512,14
"SANT-CHAL.1981",180,318,54,5,7,1,0,14,0,3,0,1,2,1,0,"re3.yr",586,"re3.yr-SANT-CHAL.1981",1401,1610,1722,1857,2189,NA,0.00714622641509434,0.992088660868277,16
"SANT-CHAL.1982",125,289,56,186,19,2,1,19,5,0,1,2,4,3,6,"re3.yr",718,"re3.yr-SANT-CHAL.1982",1256,1419,1516,1657,2277,NA,0.00849367088607595,0.951468113625852,43
"SANT-CHAL.1983",61,83,2,138,14,1,1,8,6,0,0,0,4,0,2,"re3.yr",320,"re3.yr-SANT-CHAL.1983",762,1152,1715,2344,3709,NA,0.0117556179775281,0.49822772677974,13
"SANT-CHAL.1984",28,82,3,68,4,5,0,7,3,1,2,1,4,0,0,"re3.yr",208,"re3.yr-SANT-CHAL.1984",441,574,684,822,1161,NA,0.00612727272727273,0.996749321031656,17
"USUL-SANM.1980",95,52,6,1,1,0,0,38,15,2,0,3,0,0,0,"re3.yr",213,"re3.yr-USUL-SANM.1980",399,526,626,743,1150,NA,0.00904123711340206,0.904905270598001,7
"USUL-SANM.1981",114,86,10,1,1,0,0,80,16,5,1,0,2,0,0,"re3.yr",316,"re3.yr-USUL-SANM.1981",805,970,1077,1214,1570,NA,0.00735185185185185,0.99114813698272,16
"USUL-SANM.1982",166,55,6,97,7,0,0,60,8,3,0,2,0,0,0,"re3.yr",404,"re3.yr-USUL-SANM.1982",1376,1712,1932,2143,2743,NA,0.00622463768115942,0.99630397698186,5
"AHUA-SONS.8083",155,197,25,91,20,1,7,43,4,1,0,0,10,1,1,"re3.pd",556,"re3.pd-AHUA-SONS.8083",1738,2994,3838,4776,7682,NA,0.00747860962566845,0.990568351155467,52
"AHUA-SONS.8492",32,18,3,113,14,1,2,45,3,0,0,3,9,0,4,"re3.pd",247,"re3.pd-AHUA-SONS.8492",533,843,1067,1381,2169,NA,0.00639007092198582,0.99554729085919,52
"CUSC-CABA.8083",603,794,139,209,47,11,25,70,12,15,3,1,14,1,3,"re3.pd",1947,"re3.pd-CUSC-CABA.8083",4160,4948,5601,6456,10359,NA,0.0085392156862745,0.94847563589402,56
"CUSC-CABA.8492",136,101,18,322,60,26,1,63,10,4,1,11,12,4,4,"re3.pd",773,"re3.pd-CUSC-CABA.8492",1471,1606,1715,1879,2208,NA,0.00752083333333334,0.990375221325706,4
"LALI-SANS.8083",1267,581,113,1196,192,20,23,517,236,24,26,52,131,4,16,"re3.pd",4398,"re3.pd-LALI-SANS.8083",13740,20978,23500,26305,33898,NA,0.00942176756666107,0.859063051039905,52
"LALI-SANS.8492",425,134,14,730,188,20,13,393,58,5,6,56,66,8,6,"re3.pd",2122,"re3.pd-LALI-SANS.8492",4902,5604,6140,6780,8551,NA,0.00799537037037037,0.97761310948037,30
"LAPA-SANV.8083",1174,472,159,196,30,3,5,83,25,3,6,5,9,1,1,"re3.pd",2172,"re3.pd-LAPA-SANV.8083",8612,10034,10988,12224,18775,NA,0.00811674008810573,0.971245043088623,36
"LAPA-SANV.8492",125,75,6,168,45,8,3,70,12,1,0,5,11,1,1,"re3.pd",531,"re3.pd-LAPA-SANV.8492",1535,1850,2061,2305,2923,NA,0.00862745098039215,0.940817707787834,13
"MORA-LAUN.8083",555,239,97,133,347,4,11,71,9,10,15,2,7,0,0,"re3.pd",1500,"re3.pd-MORA-LAUN.8083",2759,3875,4895,5683,7635,NA,0.0467645996387718,0,51
"MORA-LAUN.8492",126,16,6,103,28,4,3,27,14,0,1,0,9,0,0,"re3.pd",337,"re3.pd-MORA-LAUN.8492",551,687,753,829,1174,NA,0.0101354166666667,0.761636683300744,30
"SANT-CHAL.8083",755,1311,287,338,44,12,12,57,14,7,1,3,11,4,8,"re3.pd",2864,"re3.pd-SANT-CHAL.8083",5895,6290,6812,21586,29654,NA,0.0777322397313356,0,60
"SANT-CHAL.8492",165,278,34,268,52,12,15,60,9,6,4,3,7,1,3,"re3.pd",917,"re3.pd-SANT-CHAL.8492",3657,4492,5034,5635,7162,NA,0.00994986072423398,0.790553688892842,42
"USUL-SANM.8083",399,218,23,151,13,0,0,197,40,11,1,5,6,0,1,"re3.pd",1065,"re3.pd-USUL-SANM.8083",3685,4374,4729,5165,6094,NA,0.00661139896373057,0.994534943782451,17
"USUL-SANM.8492",140,27,3,220,50,5,2,132,13,0,3,10,12,1,1,"re3.pd",619,"re3.pd-USUL-SANM.8492",1463,1859,2094,2417,3371,NA,0.00758045977011494,0.990102491993731,3
"AHUA-SONS.8081",105,156,23,36,6,0,2,25,1,1,0,0,4,0,0,"re3.pd2",359,"re3.pd2-AHUA-SONS.8081",838,1067,1241,1523,2989,NA,0.0062972972972973,0.995971634322456,46
"CUSC-CABA.8081",346,639,106,68,19,2,4,50,10,15,1,0,6,1,2,"re3.pd2",1269,"re3.pd2-CUSC-CABA.8081",2945,3232,3389,3562,4117,NA,0.00744444444444444,0.990724621554219,46
"CUSC-CABA.8283",257,155,33,141,28,9,21,20,2,0,2,1,8,0,1,"re3.pd2",678,"re3.pd2-CUSC-CABA.8283",1345,1951,2412,3198,5248,NA,0.0074775641025641,0.990573133343255,56
"CUSC-CABA.8485",70,77,12,271,21,23,1,24,1,1,0,8,3,2,3,"re3.pd2",517,"re3.pd2-CUSC-CABA.8485",1046,1175,1251,1344,1531,NA,0.00845161290322581,0.953674825745564,1
"LALI-SANS.8081",851,415,100,61,48,8,6,303,92,12,12,7,29,0,2,"re3.pd2",1946,"re3.pd2-LALI-SANS.8081",4712,5342,5830,8059,11143,NA,0.0124269976981256,0.397122760504911,45
"LALI-SANS.8283",416,166,13,1135,144,12,17,214,144,12,14,45,102,4,14,"re3.pd2",2452,"re3.pd2-LALI-SANS.8283",4448,5426,6519,11967,20121,NA,0.0197926233512457,0.00911330656622078,56
"LALI-SANS.8485",167,39,2,258,40,4,4,119,33,1,1,19,27,4,2,"re3.pd2",720,"re3.pd2-LALI-SANS.8485",1520,1812,2040,2343,3291,NA,0.0070445205479452,0.99255386011047,30
"LALI-SANS.8687",99,27,6,125,59,5,5,49,14,0,1,11,16,0,1,"re3.pd2",418,"re3.pd2-LALI-SANS.8687",701,831,916,1024,1306,NA,0.00922881355932203,0.883441655113865,13
"LALI-SANS.8889",112,44,5,276,75,10,2,92,5,3,2,16,18,3,2,"re3.pd2",665,"re3.pd2-LALI-SANS.8889",1361,1541,1659,1805,2195,NA,0.0075,0.990470512297118,3
"LALI-SANS.9092",47,24,1,71,14,1,2,133,6,1,2,10,5,1,1,"re3.pd2",319,"re3.pd2-LALI-SANS.9092",790,933,1025,1137,1464,NA,0.00713636363636363,0.992133772889049,3
"LAPA-SANV.8081",686,311,89,52,8,1,4,54,18,2,6,1,1,1,1,"re3.pd2",1235,"re3.pd2-LAPA-SANV.8081",3129,3375,3537,3708,4949,NA,0.00786363636363636,0.982485281714219,1
"LAPA-SANV.8283",488,161,70,144,22,2,1,29,7,1,0,4,8,0,0,"re3.pd2",937,"re3.pd2-LAPA-SANV.8283",1854,2087,2298,3192,5326,NA,0.0116681664791901,0.51238242823099,46
"MORA-LAUN.8081",442,159,76,113,345,2,10,63,3,7,8,2,5,0,0,"re3.pd2",1235,"re3.pd2-MORA-LAUN.8081",2227,4611,5429,6454,9119,NA,0.017570625,0.0379095470057378,51
"MORA-LAUN.8283",113,80,21,20,2,2,1,8,6,3,7,0,2,0,0,"re3.pd2",265,"re3.pd2-MORA-LAUN.8283",540,637,692,767,939,NA,0.00878260869565217,0.927351592663913,18
"SANT-CHAL.8081",569,939,229,14,11,9,10,30,3,7,0,1,3,1,0,"re3.pd2",1826,"re3.pd2-SANT-CHAL.8081",3822,4065,4200,4354,4857,NA,0.010021978021978,0.779314941834617,16
"SANT-CHAL.8283",186,372,58,324,33,3,2,27,11,0,1,2,8,3,8,"re3.pd2",1038,"re3.pd2-SANT-CHAL.8283",1976,2218,2350,2500,2857,NA,0.0075625,0.99018463938288,60
"SANT-CHAL.8485",50,116,6,117,5,5,3,11,3,1,2,2,4,0,0,"re3.pd2",325,"re3.pd2-SANT-CHAL.8485",753,953,1124,1312,1783,NA,0.00709022556390977,0.992344806892724,17
"SANT-CHAL.8687",32,53,7,69,20,4,1,8,1,0,1,0,2,0,2,"re3.pd2",200,"re3.pd2-SANT-CHAL.8687",354,544,656,793,1213,NA,0.00676984126984127,0.993810233961868,13
"SANT-CHAL.8889",45,77,10,57,17,0,11,26,1,3,0,1,1,1,1,"re3.pd2",251,"re3.pd2-SANT-CHAL.8889",585,811,981,1177,1743,NA,0.00775,0.985760002069763,8
"USUL-SANM.8081",209,138,16,2,2,0,0,118,31,7,1,3,2,0,0,"re3.pd2",529,"re3.pd2-USUL-SANM.8081",1127,1444,1730,2045,2744,NA,0.00630281690140845,0.995946387837453,19
"USUL-SANM.8283",190,80,7,149,11,0,0,79,9,4,0,2,4,0,1,"re3.pd2",536,"re3.pd2-USUL-SANM.8283",1779,2108,2293,2566,3328,NA,0.00706060606060606,0.992480285512368,5
"AHUA-SONS.8182",76,88,5,66,10,0,1,19,0,0,0,0,5,1,1,"re3.pd2.5",272,"re3.pd2.5-AHUA-SONS.8182",473,987,1259,1595,2627,NA,0.00717699115044248,0.991947943995481,30
"CUSC-CABA.1980",201,402,65,43,9,1,1,30,4,14,1,0,3,0,0,"re3.pd2.5",774,"re3.pd2.5-CUSC-CABA.1980",1593,1807,1907,2018,2254,NA,0.00691666666666667,0.993138659496674,5
"CUSC-CABA.8182",209,322,55,81,21,6,6,31,7,1,2,1,8,1,3,"re3.pd2.5",754,"re3.pd2.5-CUSC-CABA.8182",2144,3256,3838,4518,6447,NA,0.00847777777777778,0.952301998475404,52
"CUSC-CABA.8384",241,141,26,262,34,20,18,21,2,1,0,8,5,2,3,"re3.pd2.5",784,"re3.pd2.5-CUSC-CABA.8384",1646,1991,2274,2800,4538,NA,0.0085625,0.946454793754887,50
"CUSC-CABA.8586",35,12,5,112,12,8,1,15,1,1,0,0,5,1,0,"re3.pd2.5",208,"re3.pd2.5-CUSC-CABA.8586",322,397,433,473,586,NA,0.0119285714285714,0.472067542520674,1
"LALI-SANS.1980",419,235,54,26,16,5,1,151,30,7,6,0,2,0,2,"re3.pd2.5",954,"re3.pd2.5-LALI-SANS.1980",2461,2723,2870,3031,3449,NA,0.00821649484536083,0.966011077574439,3
"LALI-SANS.8182",648,286,57,542,102,9,11,318,175,16,17,34,97,3,8,"re3.pd2.5",2323,"re3.pd2.5-LALI-SANS.8182",7774,9589,10646,11651,14265,NA,0.0115982857142857,0.523807794489282,52
"LALI-SANS.8384",321,81,4,758,99,9,13,110,59,2,4,31,51,5,6,"re3.pd2.5",1553,"re3.pd2.5-LALI-SANS.8384",3017,3929,4666,5634,8513,NA,0.00948051948051948,0.851640092241103,56
"LALI-SANS.8586",109,34,3,201,40,5,2,81,14,0,1,11,14,0,2,"re3.pd2.5",517,"re3.pd2.5-LALI-SANS.8586",1274,1585,1780,1991,2570,NA,0.0100113636363636,0.780969085830999,13
"LALI-SANS.8788",90,32,4,132,86,3,5,60,9,1,0,11,19,1,2,"re3.pd2.5",455,"re3.pd2.5-LALI-SANS.8788",855,976,1059,1187,1509,NA,0.00748360655737704,0.990545495356591,3
"LALI-SANS.8990",82,44,4,267,37,9,4,125,3,2,3,21,14,3,2,"re3.pd2.5",620,"re3.pd2.5-LALI-SANS.8990",1324,1574,1702,1880,2273,NA,0.0065,0.995044478924927,8
"LAPA-SANV.1980",296,194,61,32,5,0,4,32,5,2,2,0,0,1,1,"re3.pd2.5",635,"re3.pd2.5-LAPA-SANV.1980",1425,1601,1714,1922,2710,NA,0.00592857142857143,0.997658174140818,1
"LAPA-SANV.8182",835,253,98,102,12,3,1,45,17,1,4,5,7,0,0,"re3.pd2.5",1383,"re3.pd2.5-LAPA-SANV.8182",5031,6804,7728,8947,11849,NA,0.00923,0.883291755311605,36
"LAPA-SANV.8384",73,35,0,104,14,0,0,20,6,0,0,2,4,0,1,"re3.pd2.5",259,"re3.pd2.5-LAPA-SANV.8384",518,707,842,1033,1778,NA,0.00802777777777778,0.97591274693685,55
"MORA-LAUN.1980",189,80,27,2,1,0,0,33,2,6,1,1,1,0,0,"re3.pd2.5",343,"re3.pd2.5-MORA-LAUN.1980",683,826,908,1006,1232,NA,0.0072125,0.991785527702613,19
"MORA-LAUN.8182",331,129,61,121,345,3,11,35,7,4,14,1,4,0,0,"re3.pd2.5",1066,"re3.pd2.5-MORA-LAUN.8182",1579,1690,1795,2681,4767,NA,0.0165537254901961,0.0644238393198368,28
"SANT-CHAL.1980",389,621,175,9,4,8,10,16,3,4,0,0,1,0,0,"re3.pd2.5",1240,"re3.pd2.5-SANT-CHAL.1980",2363,2550,2648,2764,2974,NA,0.00634,0.995776313585377,14
"SANT-CHAL.8182",305,607,110,191,26,3,1,33,5,3,1,3,6,4,6,"re3.pd2.5",1304,"re3.pd2.5-SANT-CHAL.8182",2655,2873,3029,3170,3488,NA,0.00914925373134329,0.89349357149142,60
"SANT-CHAL.8384",89,165,5,206,18,6,1,15,9,1,2,1,8,0,2,"re3.pd2.5",528,"re3.pd2.5-SANT-CHAL.8384",1491,2413,3053,3615,5079,NA,0.00941322901849218,0.860141846386249,13
"SANT-CHAL.8586",41,63,8,98,9,2,3,10,1,0,0,1,1,0,0,"re3.pd2.5",237,"re3.pd2.5-SANT-CHAL.8586",459,561,642,748,1175,NA,0.00833333333333333,0.959880757240807,20
"SANT-CHAL.8788",37,59,7,49,21,2,5,15,0,1,1,0,1,0,3,"re3.pd2.5",201,"re3.pd2.5-SANT-CHAL.8788",437,583,703,911,1475,NA,0.006,0.997331462238832,3
"SANT-CHAL.8990",43,60,15,53,18,3,7,20,3,3,0,1,1,1,0,"re3.pd2.5",228,"re3.pd2.5-SANT-CHAL.8990",426,559,675,794,1063,NA,0.0127234042553191,0.358294816852981,8
"USUL-SANM.1980",95,52,6,1,1,0,0,38,15,2,0,3,0,0,0,"re3.pd2.5",213,"re3.pd2.5-USUL-SANM.1980",396,519,617,738,1139,NA,0.00698571428571429,0.99282283799142,7
"USUL-SANM.8182",280,141,16,98,8,0,0,140,24,8,1,2,2,0,0,"re3.pd2.5",720,"re3.pd2.5-USUL-SANM.8182",2392,2734,2950,3217,3865,NA,0.00724193548387097,0.991650890781714,5
"USUL-SANM.8384",53,31,1,78,7,0,0,32,6,1,1,0,6,1,1,"re3.pd2.5",218,"re3.pd2.5-USUL-SANM.8384",525,742,895,1116,1725,NA,0.00594811320754717,0.997568790695935,4
"USUL-SANM.8586",30,8,1,109,17,1,0,31,3,0,1,3,3,0,0,"re3.pd2.5",207,"re3.pd2.5-USUL-SANM.8586",358,437,502,603,1014,NA,0.00774444444444444,0.985920099509367,1
"AHUA-SONS.8082",143,175,24,69,12,0,2,34,1,1,0,0,5,1,1,"re3.pd3",468,"re3.pd3-AHUA-SONS.8082",1021,1452,1742,2437,5316,NA,0.0089,0.917163218748727,60
"AHUA-SONS.8385",17,31,2,105,8,1,5,20,4,0,0,1,8,0,0,"re3.pd3",202,"re3.pd3-AHUA-SONS.8385",602,904,1130,1388,2159,NA,0.0064,0.995501875587708,53
"CUSC-CABA.8082",410,724,120,124,30,7,7,61,11,15,3,1,11,1,3,"re3.pd3",1528,"re3.pd3-CUSC-CABA.8082",3582,3895,4094,4354,7309,NA,0.00791173950299914,0.981099067613414,46
"CUSC-CABA.8385",263,147,31,356,38,27,19,33,2,1,0,8,6,2,3,"re3.pd3",936,"re3.pd3-CUSC-CABA.8385",2009,2630,2948,3442,5828,NA,0.00502272727272727,1,56
"LALI-SANS.8082",1067,521,111,568,118,14,12,469,205,23,23,34,99,3,10,"re3.pd3",3277,"re3.pd3-LALI-SANS.8082",12969,15079,16354,17776,21129,NA,0.00607065217391305,0.997008301553171,52
"LALI-SANS.8385",367,99,4,886,114,10,15,167,64,2,4,37,59,5,8,"re3.pd3",1841,"re3.pd3-LALI-SANS.8385",3944,5345,6492,7869,12485,NA,0.00664864864864865,0.994364564966739,56
"LALI-SANS.8688",153,48,7,205,111,7,5,84,18,1,1,16,25,1,2,"re3.pd3",684,"re3.pd3-LALI-SANS.8688",1365,1623,1761,1932,2299,NA,0.00799236641221373,0.977770722147981,13
"LALI-SANS.8992",105,47,5,267,37,9,4,190,7,3,4,21,14,3,2,"re3.pd3",718,"re3.pd3-LALI-SANS.8992",1769,2076,2265,2463,3071,NA,0.00962953367875649,0.832813024639259,8
"LAPA-SANV.8082",1131,447,159,134,17,3,5,77,22,3,6,5,7,1,1,"re3.pd3",2018,"re3.pd3-LAPA-SANV.8082",7661,9438,10399,11583,14153,NA,0.00999845679012346,0.78298048649007,36
"LAPA-SANV.8385",83,47,2,150,14,4,0,26,6,0,0,3,4,1,1,"re3.pd3",341,"re3.pd3-LAPA-SANV.8385",934,1122,1233,1365,1748,NA,0.008925,0.914993472451974,4
"LAPA-SANV.8688",67,46,2,44,32,4,1,16,4,1,0,2,8,0,0,"re3.pd3",227,"re3.pd3-LAPA-SANV.8688",401,560,697,877,1305,NA,0.00883980582524272,0.922387462259354,13
"MORA-LAUN.8082",520,209,88,123,346,3,11,68,9,10,15,2,5,0,0,"re3.pd3",1409,"re3.pd3-MORA-LAUN.8082",2550,4221,4918,5692,7511,NA,0.0221102398523985,0.00180676060562479,51
"SANT-CHAL.8082",694,1228,285,200,30,11,11,49,8,7,1,3,7,4,6,"re3.pd3",2544,"re3.pd3-SANT-CHAL.8082",5476,12691,14426,16275,20902,NA,0.0226219852501495,0.00126258172238614,52
"SANT-CHAL.8385",111,199,8,255,19,6,4,19,9,1,2,2,8,0,2,"re3.pd3",645,"re3.pd3-SANT-CHAL.8385",1687,2410,3372,4415,6991,NA,0.00717142857142857,0.991973387046255,13
"SANT-CHAL.8688",56,88,12,98,29,4,5,21,1,1,1,0,2,0,3,"re3.pd3",321,"re3.pd3-SANT-CHAL.8688",840,1307,1585,1933,2891,NA,0.00869402985074626,0.935039337492122,42
"SANT-CHAL.8992",59,74,16,53,18,3,7,28,5,4,1,1,1,1,0,"re3.pd3",271,"re3.pd3-SANT-CHAL.8992",524,642,720,836,1148,NA,0.007,0.992757495611023,3
"USUL-SANM.8082",375,193,22,99,9,0,0,178,39,10,1,5,2,0,0,"re3.pd3",933,"re3.pd3-USUL-SANM.8082",3016,3500,3916,4357,5262,NA,0.0103961038961039,0.721011231091582,17
"USUL-SANM.8385",65,33,2,153,8,0,0,43,7,1,1,0,9,1,1,"re3.pd3",324,"re3.pd3-USUL-SANM.8385",658,902,1114,1414,2259,NA,0.00852910052910053,0.949353528886792,60
"USUL-SANM.8688",66,13,1,76,36,5,1,55,5,0,2,7,5,0,1,"re3.pd3",273,"re3.pd3-USUL-SANM.8688",540,642,709,783,975,NA,0.00975,0.817592813406839,3
"AHUA-SONS.8085",160,206,26,174,20,1,7,54,5,1,0,1,13,1,1,"re3.pd4",670,"re3.pd4-AHUA-SONS.8085",2013,4908,6102,7663,11140,NA,0.00554368932038835,0.999418612059288,52
"CUSC-CABA.8085",673,871,151,480,68,34,26,94,13,16,3,9,17,3,6,"re3.pd4",2464,"re3.pd4-CUSC-CABA.8085",6142,9741,11040,12163,14527,NA,0.0184259438528558,0.0216556372510947,52
"CUSC-CABA.8692",66,24,6,51,39,3,0,39,9,3,1,3,9,2,1,"re3.pd4",256,"re3.pd4-CUSC-CABA.8692",443,509,550,598,733,NA,0.00807407407407408,0.973483657588965,3
"LALI-SANS.8085",1434,620,115,1454,232,24,27,636,269,25,27,71,158,8,18,"re3.pd4",5118,"re3.pd4-LALI-SANS.8085",21116,25598,27789,30569,44093,NA,0.00575,0.998474953895784,52
"LALI-SANS.8692",258,95,12,472,148,16,9,274,25,4,5,37,39,4,4,"re3.pd4",1402,"re3.pd4-LALI-SANS.8692",3248,3902,4262,4612,5428,NA,0.00738214285714286,0.991009586935396,42
"LAPA-SANV.8085",1214,494,161,284,31,7,5,103,28,3,6,8,11,2,2,"re3.pd4",2359,"re3.pd4-LAPA-SANV.8085",10891,12580,13734,15024,18193,NA,0.00940849194729136,0.860740347473983,36
"LAPA-SANV.8692",85,53,4,80,44,4,3,50,9,1,0,2,9,0,0,"re3.pd4",344,"re3.pd4-LAPA-SANV.8692",863,1127,1346,1574,2199,NA,0.00846218487394958,0.953120132097785,13
"MORA-LAUN.8085",596,250,102,155,349,5,11,82,13,10,16,2,7,0,0,"re3.pd4",1598,"re3.pd4-MORA-LAUN.8085",2849,3115,4187,5528,7242,NA,0.0424594405594406,0,51
"MORA-LAUN.8692",85,5,1,81,26,3,3,16,10,0,0,0,9,0,0,"re3.pd4",239,"re3.pd4-MORA-LAUN.8692",362,447,493,566,1156,NA,0.007,0.992757495611023,4
"SANT-CHAL.8085",805,1427,293,455,49,17,15,68,17,8,3,5,15,4,8,"re3.pd4",3189,"re3.pd4-SANT-CHAL.8085",10964,22805,25555,28703,36047,NA,0.00898282566429034,0.909974791613925,52
"SANT-CHAL.8692",115,162,28,151,47,7,12,49,6,5,2,1,3,1,3,"re3.pd4",592,"re3.pd4-SANT-CHAL.8692",1843,2338,2641,3135,4050,NA,0.00707174887892376,0.992429318633243,42
"USUL-SANM.8085",440,226,24,252,17,0,0,221,46,11,2,5,11,1,1,"re3.pd4",1257,"re3.pd4-USUL-SANM.8085",3962,4650,5140,5748,7095,NA,0.00598684210526316,0.99739164601025,60
"USUL-SANM.8692",99,19,2,119,46,5,2,108,7,0,2,10,7,0,1,"re3.pd4",427,"re3.pd4-USUL-SANM.8692",1057,1228,1341,1470,1776,NA,0.00572222222222222,0.998602008524334,3
